번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
7075,인천광역시 계양구청,인천광역시 계양구 어사대로 20,인천광역시 계양구 계산1동 945-7 부평초교 담 옆길,어린이보호,1,200,360도 전방면,30,2014-12,032-450-5316,37.54204,126.724515,2025-08-05
7076,인천광역시 계양구청,인천광역시 계양구 어사대로 8,인천광역시 계양구 계산1동 944-51 계산1동 은행나무 어린이집 앞 쉼터,어린이보호,2,200,360도 전방면,30,2011-12,032-450-5316,37.542664,126.724395,2025-08-05
7077,인천광역시 계양구청,인천광역시 계양구 봉오대로 691번길 10,인천광역시 계양구 작전동 862-18,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.531328,126.725742,2025-08-05
7078,인천광역시 계양구청,인천광역시 계양구 계양대로 140번길 6,인천광역시 계양구 작전동 855-48,쓰레기단속,2,200,360도 전방면,30,2020-08,032-450-5316,37.536339,126.723322,2025-08-05
7079,인천광역시 계양구청,인천광역시 계양구 봉오대로677번길 5,인천광역시 계양구 작전동 863-21,쓰레기단속,4,200,360도 전방면,30,2016-11,032-450-5316,37.531274,126.724154,2025-08-05
7080,인천광역시 계양구청,인천광역시 계양구 봉오대로686번길 12-23,인천광역시 계양구 작전동 868-7,쓰레기단속,2,200,360도 전방면,30,2016-11,032-450-5316,37.528919,126.72449,2025-08-05
7081,인천광역시 계양구청,인천광역시 계양구 봉오대로 676번길 15,인천광역시 계양구 작전동 868-3,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.528352,126.723933,2025-08-05
7082,인천광역시 계양구청,인천광역시 계양구 계산로108번길 15,인천광역시 계양구 작전동 856-3,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.535972,126.724278,2025-08-05
7083,인천광역시 계양구청,인천광역시 계양구 살라리로 12번길 13-2,인천광역시 계양구 서운동 189-6,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.536075,126.746278,2025-08-05
7084,인천광역시 계양구청,인천광역시 계양구 까치말로45번길 8,인천광역시 계양구 작전동 922-2,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.529806,126.735675,2025-08-05
7085,인천광역시 계양구청,인천광역시 계양구 황어로115번길 10,인천광역시 계양구 오류동 180,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.581451,126.734939,2025-08-05
7086,인천광역시 계양구청,인천광역시 계양구 황어로148번길 14,인천광역시 계양구 장기동 146-3,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.579022,126.737812,2025-08-05
7087,인천광역시 계양구청,인천광역시 계양구 황어로126번길 3-1,인천광역시 계양구 장기동 139-1,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.579279,126.735419,2025-08-05
7088,인천광역시 계양구청,인천광역시 계양구 방축로204번길 14,인천광역시 계양구 다남동 산 70-18,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.56003,126.72182,2025-08-05
7089,인천광역시 계양구청,인천광역시 계양구 장기로9번길 3,인천광역시 계양구 장기동 136,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.577341,126.735066,2025-08-05
7090,인천광역시 계양구청,인천광역시 계양구 장기로 2,인천광역시 계양구 장기동 153,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.576557,126.736154,2025-08-05
7091,인천광역시 계양구청,인천광역시 계양구 장제로 1001번길 5,인천광역시 계양구 박촌동 64,쓰레기단속,2,200,360도 전방면,30,2016-11,032-450-5316,37.555381,126.744243,2025-08-05
7092,인천광역시 계양구청,인천광역시 계양구 임학서로24번길 5-16,인천광역시 계양구 임학동 47-8,쓰레기단속,2,200,360도 전방면,30,2014-12,032-450-5316,37.546083,126.732686,2025-08-05
7093,인천광역시 계양구청,인천광역시 계양구 화산로58번길 8,인천광역시 계양구 방축동 203,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.549589,126.739298,2025-08-05
7094,인천광역시 계양구청,인천광역시 계양구 귤현길 41,인천광역시 계양구 귤현동 487-1,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.569826,126.747313,2025-08-05
7095,인천광역시 계양구청,인천광역시 계양구 굴재길 5,인천광역시 계양구 귤현동 499-6,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.567556,126.748327,2025-08-05
7096,인천광역시 계양구청,인천광역시 계양구 만봉길 58,인천광역시 계양구 귤현동 507-1,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.567443,126.744454,2025-08-05
7097,인천광역시 계양구청,인천광역시 계양구 귤현동 511,인천광역시 계양구 화단봉길 23,쓰레기단속,2,200,360도 전방면,30,2020-08,032-450-5316,37.568909,126.745261,2025-08-05
7098,인천광역시 계양구청,인천광역시 계양구 장군봉길 29,인천광역시 계양구 귤현동 493,쓰레기단속,2,200,360도 전방면,30,2014-12,032-450-5316,37.569455,126.746853,2025-08-05
7099,인천광역시 계양구청,인천광역시 계양구 양지말3길 3,인천광역시 계양구 동양동 601-9,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.562895,126.755058,2025-08-05
7100,인천광역시 계양구청,인천광역시 계양구 양지말1길 12-3,인천광역시 계양구 동양동 603-9,쓰레기단속,2,200,360도 전방면,30,2020-08,032-450-5316,37.562203,126.753977,2025-08-05
7101,인천광역시 계양구청,인천광역시 계양구 당미1길 45-10,인천광역시 계양구 동양동 628-3,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.560147,126.761314,2025-08-05
7102,인천광역시 계양구청,인천광역시 계양구 둥그재산길 61,인천광역시 계양구 동양동 167-6,쓰레기단속,1,200,360도 전방면,30,2020-08,032-450-5316,37.560975,126.761866,2025-08-05
7103,인천광역시 계양구청,인천광역시 계양구 장제로1009번길 6,인천광역시 계양구 박촌동 52-18 건강원,쓰레기단속,1,200,360도 전방면,30,2020-11,032-450-5316,37.555849,126.744896,2025-08-05
7104,인천광역시 계양구청,인천광역시 계양구 장기로22번길 18,인천광역시 계양구 장기동 145-3 곤지그린빌,쓰레기단속,2,200,360도 전방면,30,2020-11,032-450-5316,37.579076,126.737045,2025-08-05
7105,인천광역시 계양구청,인천광역시 계양구 동양동 516-7,인천광역시 계양구 동양동 516-7,쓰레기단속,1,200,360도 전방면,30,2020-11,032-450-5316,37.549044,126.756738,2025-08-05
7106,인천광역시 계양구청,인천광역시 계양구 장제로 755,인천광역시 계양구 계산3동 1071-2,쓰레기단속,2,200,360도 전방면,30,2020-11,032-450-5316,37.535283,126.733565,2025-08-05
7107,인천광역시 계양구청,인천광역시 계양구 장제로995번길 24,인천광역시 계양구 박촌동 78-39,쓰레기단속,2,200,360도 전방면,30,2020-11,032-450-5316,37.554218,126.742686,2025-08-05
7108,인천광역시 계양구청,인천광역시 계양구 계양문화로 1,인천광역시 계양구 작전동 902,쓰레기단속,1,200,360도 전방면,30,2020-11,032-450-5316,37.531403,126.734721,2025-08-05
7109,인천광역시 계양구청,인천광역시 계양구 안남로 519번길 2,인천광역시 계양구 효성1동 152-3 All ways편의점앞,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.529355,126.710901,2025-08-05
7110,인천광역시 계양구청,인천광역시 계양구 병방로35번길 3,인천광역시 계양구 병방동 166-3,어린이보호,1,200,360도 전방면,30,2020-06,032-450-5316,37.546612,126.744204,2025-08-05
7111,인천광역시 계양구청,인천광역시 계양구 병방동 267-4,인천광역시 계양구 병방동 267-4,생활방범,2,200,360도 전방면,30,2020-09,032-450-5316,37.537923,126.760102,2025-08-05
7112,인천광역시 계양구청,인천광역시 계양구 병방동 432-6,인천광역시 계양구 병방동 432-6,생활방범,1,200,360도 전방면,30,2021-09,032-450-5316,37.543287,126.741264,2025-08-05
7113,인천광역시 계양구청,인천광역시 계양구 병방동 210-5,인천광역시 계양구 병방동 210-5,생활방범,2,200,360도 전방면,30,2022-09,032-450-5316,37.546452,126.746277,2025-08-05
7114,인천광역시 계양구청,인천광역시 계양구 병방동 104-18,인천광역시 계양구 병방동 104-18,생활방범,4,200,360도 전방면,30,2023-05,032-450-5316,37.548019,126.742814,2025-08-05
7115,인천광역시 계양구청,인천광역시 계양구 장제로 928번길 2,인천광역시 계양구 장제로 928번길 2,생활방범,3,200,360도 전방면,30,2023-09,032-450-5316,37.549109,126.741814,2025-08-05
7116,인천광역시 계양구청,인천광역시 계양구 장제로 946번길 25,인천광역시 계양구 장제로 946번길 25,생활방범,2,200,360도 전방면,30,2023-09,032-450-5316,37.548433,126.744454,2025-08-05
7117,인천광역시 계양구청,인천광역시 계양구 장제로 946번길 9-1,인천광역시 계양구 장제로 946번길 9-1,생활방범,3,200,360도 전방면,30,2016-12,032-450-5316,37.531997,126.704118,2025-08-05
7118,인천광역시 계양구청,인천광역시 계양구 병방시장로61번길 12,인천광역시 계양구 병방동 380,어린이보호,1,200,360도 전방면,30,2014-06,032-450-5316,37.549105,126.738542,2025-08-05
7119,인천광역시 계양구청,인천광역시 계양구 화산로 46,인천광역시 계양구 방축동 140 조흥빌라앞,생활방범,3,200,360도 전방면,30,2011-12,032-450-5316,37.549363,126.737862,2025-08-05
7120,인천광역시 계양구청,인천광역시 계양구 화산로 60,"인천광역시 계양구 방축동 173 복지빌라,귀인빌라(계양산방향)",생활방범,3,200,360도 전방면,30,2014-12,032-450-5316,37.55021,126.738995,2025-08-05
7121,인천광역시 계양구청,인천광역시 계양구 화산로 66번길 3-7,인천광역시 계양구 방축동 192 황금빌라 앞,생활방범,1,200,360도 전방면,30,2014-12,032-450-5316,37.550154,126.739553,2025-08-05
7122,인천광역시 계양구청,인천광역시 계양구 장제로 927번길 12,인천광역시 계양구 방축동 118-7 꼬마세계어린이집,어린이보호,1,200,360도 전방면,30,2014-06,032-450-5316,37.549533,126.740379,2025-08-05
7123,인천광역시 계양구청,인천광역시 계양구 장제로933번길 11,인천광역시 계양구 방축동 211 방축공원(한성(아)에서편의점방향),생활방범,1,200,360도 전방면,30,2014-12,032-450-5316,37.550467,126.740849,2025-08-05
7124,인천광역시 계양구청,인천광역시 계양구 장제로933번길,인천광역시 계양구 방축동 211 방축공원1,생활방범,3,200,360도 전방면,30,2014-06,032-450-5316,37.550519,126.74037,2025-08-05
7125,인천광역시 계양구청,인천광역시 계양구 방축로 21,인천광역시 계양구 방축동 210 어린이 과학관,어린이보호,5,200,360도 전방면,30,2011-12,032-450-5316,37.551247,126.741045,2025-08-05
7126,인천광역시 계양구청,인천광역시 계양구 방축로34번길 3,인천광역시 계양구 방축동 108-7 어린이과학관 주차장 입구,어린이보호,1,200,360도 전방면,30,2016-11,032-450-5316,37.552178,126.740022,2025-08-05
7127,인천광역시 계양구청,인천광역시 계양구 방축로34번길14,인천광역시 계양구 방축동 16 방축마을입구2,생활방범,1,200,360도 전방면,30,2014-10,032-450-5316,37.553177,126.738545,2025-08-05
7128,인천광역시 계양구청,인천광역시 계양구 방축로34번길 4-11,인천광역시 계양구 방축동 7-4 방축마을입구3,생활방범,1,200,360도 전방면,30,2014-10,032-450-5316,37.552776,126.74066,2025-08-05
7129,인천광역시 계양구청,인천광역시 계양구 박촌로 23,인천광역시 계양구 방축동 27 예일고 정문 건너편,생활방범,1,200,360도 전방면,30,2014-12,032-450-5316,37.553166,126.742231,2025-08-05
7130,인천광역시 계양구청,인천광역시 계양구 계양대로16번길 97,인천광역시 계양구 작전1동 738-8,생활방범,3,200,360도 전방면,30,2019-10,032-450-5316,37.5245,126.73285,2025-08-05
7131,인천광역시 계양구청,인천광역시 계양구 장제로755번길 23,인천광역시 계양구 작전1동 28-12,생활방범,3,200,360도 전방면,30,2019-12,032-450-5316,37.535517,126.730852,2025-08-05
7132,인천광역시 계양구청,인천광역시 계양구 봉오대로744번길 4 무지개아파트 1동 모퉁이,인천광역시 계양구 작전동 103-2,생활방범,2,200,360도 전방면,30,2021-07,032-450-5316,37.530147,126.731627,2025-08-05
7133,인천광역시 계양구청,인천광역시 계양구 봉오대로744번길 3,인천광역시 계양구 작전동 102-3,생활방범,4,200,360도 전방면,30,2021-07,032-450-5316,37.530048,126.733464,2025-08-05
7134,인천광역시 계양구청,인천광역시 계양구 아나지로 374,인천광역시 계양구 작전서운동 708-4 삼원부동산 앞(천대고가옆),생활방범,3,200,360도 전방면,30,2012-06,032-450-5316,37.525449,126.73354,2025-08-05
7135,인천광역시 계양구청,인천광역시 계양구 살라리로 21 경남아너스빌 옆 공원,인천광역시 계양구 서운동 93-2 살라리 소공원,생활방범,1,200,360도 전방면,30,2018-07,032-450-5316,37.537924,126.744968,2025-08-05
7136,인천광역시 계양구청,인천광역시 계양구 아나지로 396번길 5,인천광역시 계양구 작전서운동 709 천대고가 옆(성우미크론),생활방범,2,200,360도 전방면,30,2014-12,032-450-5316,37.52417,126.733491,2025-08-05
7137,인천광역시 계양구청,인천광역시 계양구 계양대로 16번길 97,인천광역시 계양구 작전서운동 738-8 천대고가교 하부,생활방범,3,200,360도 전방면,30,2014-12,032-450-5316,37.524101,126.732975,2025-08-05
7138,인천광역시 계양구청,인천광역시 계양구 살라리로 21 경남아너스빌,인천광역시 계양구 작전서운동 183 경남아너스빌,생활방범,4,200,360도 전방면,30,2017-12,032-450-5316,37.536976,126.747536,2025-08-05
7139,인천광역시 계양구청,인천광역시 계양구 아나지로 396번길 16-2,인천광역시 계양구 작전서운동 707-29 성원빌라,생활방범,2,200,360도 전방면,30,2016-11,032-450-5316,37.524169,126.735871,2025-08-05
7140,인천광역시 계양구청,인천광역시 계양구 아나지로 396번길 6-2,인천광역시 계양구 작전서운동 707-13~23 진양빌라 앞,생활방범,3,200,360도 전방면,30,2011-12,032-450-5316,37.524734,126.735944,2025-08-05
7141,인천광역시 계양구청,인천광역시 계양구 경명대로1025번길,인천광역시 계양구 계산1동 944-20 계산1호공원(부평초교뒤),생활방범,1,200,360도 전방면,30,2015-12,032-450-5316,37.542934,126.723795,2025-08-05
7142,인천광역시 계양구청,인천광역시 계양구 경명대로1025번길,인천광역시 계양구 계산1동 944-20 계산1호공원(부평초교뒤),생활방범,2,200,360도 전방면,30,2014-06,032-450-5316,37.543024,126.723838,2025-08-05
7143,인천광역시 계양구청,인천광역시 계양구 계산로 103번길 5,인천광역시 계양구 계산동 968-23,생활방범,2,200,360도 전방면,30,2016-11,032-450-5316,37.538383,126.723619,2025-08-05
7144,인천광역시 계양구청,인천광역시 계양구 어사대로25번길 12-1,인천광역시 계양구 계산1동 954-36 훼밀리빌라 앞,생활방범,3,200,360도 전방면,30,2016-11,032-450-5316,37.542372,126.726156,2025-08-05
7145,인천광역시 계양구청,인천광역시 계양구 경명대로 1078번길 14,인천광역시 계양구 계산동 952-25 하늘어린이집,어린이보호,2,200,360도 전방면,30,2014-06,032-450-5316,37.541979,126.726694,2025-08-05
7146,인천광역시 계양구청,인천광역시 계양구 봉오대로628번길 6,인천광역시 계양구 효성1동 291-2 계양여성회관 앞,생활방범,2,200,360도 전방면,30,2019-04,032-450-5316,37.529441,126.718595,2025-08-05
7147,인천광역시 계양구청,인천광역시 계양구 마장로559번길 20-18,인천광역시 계양구 효성1동 579-19 충인빌라 앞,생활방범,1,200,360도 전방면,30,2019-04,032-450-5316,37.528567,126.703354,2025-08-05
7148,인천광역시 계양구청,인천광역시 계양구 봉오대로520번길 9,인천광역시 계양구 효성1동 172-3 남양연립 옆길,생활방범,2,200,360도 전방면,30,2019-04,032-450-5316,37.529408,126.70746,2025-08-05
7149,인천광역시 계양구청,인천광역시 계양구 안남로519번길 15,인천광역시 계양구 효성1동 232-33 시대연립 나동 앞,생활방범,2,200,360도 전방면,30,2019-04,032-450-5316,37.529408,126.709337,2025-08-05
7150,인천광역시 계양구청,인천광역시 계양구 안남로573번길 5,인천광역시 계양구 효성1동 33-26 대림아파트 앞,생활방범,2,200,360도 전방면,30,2019-04,032-450-5316,37.534719,126.709805,2025-08-05
7151,인천광역시 계양구청,인천광역시 계양구 마장로 554,인천광역시 계양구 효성1동 497-8 CU편의점 앞,생활방범,2,200,360도 전방면,30,2019-04,032-450-5316,37.527756,126.705421,2025-08-05
7152,인천광역시 계양구청,인천광역시 계양구 안남로 525,인천광역시 계양구 효성1동 74-3 현대자동차 효성대리점 앞,생활방범,3,200,360도 전방면,30,2019-04,032-450-5316,37.530104,126.711134,2025-08-05
7153,인천광역시 계양구청,인천광역시 계양구 새벌로 156,인천광역시 계양구 효성1동 286-23 성진자원 앞,생활방범,3,200,360도 전방면,30,2019-04,032-450-5316,37.530719,126.71756,2025-08-05
7154,인천광역시 계양구청,인천광역시 계양구 마장로 557,인천광역시 계양구 효성1동 535-1,재난재해,2,200,360도 전방면,30,2019-05,032-450-5316,37.527985,126.705166,2025-08-05
7155,인천광역시 계양구청,인천광역시 계양구 길마로 85,인천광역시 계양구 효성1동 21-48,생활방범,2,200,360도 전방면,30,2019-10,032-450-5316,37.533906,126.715396,2025-08-05
7156,인천광역시 계양구청,인천광역시 계양구 길마로 59,인천광역시 계양구 효성1동 24-29,생활방범,3,200,360도 전방면,30,2019-10,032-450-5316,37.53388,126.71204,2025-08-05
7157,인천광역시 계양구청,인천광역시 계양구 안남로 553번길 14,인천광역시 계양구 효성1동 46-4,생활방범,2,200,360도 전방면,30,2019-12,032-450-5316,37.532601,126.709245,2025-08-05
7158,인천광역시 계양구청,인천광역시 계양구 봉오대로504번길 2,인천광역시 계양구 효성동 123-70,생활방범,1,200,360도 전방면,30,2015-12,032-450-5316,37.532528,126.723418,2025-08-05
7159,인천광역시 계양구청,인천광역시 계양구 봉오대로520번길 2,인천광역시 계양구 효성동 177-6,생활방범,1,200,360도 전방면,30,2020-12,032-450-5316,37.529748,126.706413,2025-08-05
7160,인천광역시 계양구청,인천광역시 계양구 봉오대로520번길 2,인천광역시 계양구 효성동 177-6,생활방범,2,200,360도 전방면,30,2020-12,032-450-5316,37.529614,126.706448,2025-08-05
7161,인천광역시 계양구청,인천광역시 계양구 봉오대로512번길 14,인천광역시 계양구 효성동 186-3,생활방범,1,200,360도 전방면,30,2020-12,032-450-5316,37.528242,126.705501,2025-08-05
7162,인천광역시 계양구청,인천광역시 계양구 봉오대로512번길 14,인천광역시 계양구 효성동 186-3,생활방범,1,200,360도 전방면,30,2020-12,032-450-5316,37.528459,126.705447,2025-08-05
7163,인천광역시 계양구청,인천광역시 계양구 봉오대로512번길 14,인천광역시 계양구 효성동 186-3,생활방범,2,200,360도 전방면,30,2020-12,032-450-5316,37.528375,126.705679,2025-08-05
7164,인천광역시 계양구청,인천광역시 계양구 안남로 549,인천광역시 계양구 효성1동 63-14,생활방범,1,200,360도 전방면,30,2021-02,032-450-5316,37.53185,126.710646,2025-08-05
7165,인천광역시 계양구청,인천광역시 계양구 효성동 244-3,인천광역시 계양구 효성동 244-3,생활방범,1,200,360도 전방면,30,2021-06,032-450-5316,37.528854,126.710553,2025-08-05
7166,인천광역시 계양구청,인천광역시 계양구 효성동 244-1,인천광역시 계양구 효성동 244-1,생활방범,1,200,360도 전방면,30,2021-06,032-450-5316,37.528957,126.710743,2025-08-05
7167,인천광역시 계양구청,인천광역시 계양구 효성동 산17-1 이촌근린공원 무장애산책로,인천광역시 계양구 효성동 산17-1 이촌근린공원 무장애산책로,생활방범,2,200,360도 전방면,30,2021-09,032-450-5316,37.535628,126.713376,2025-08-05
7168,인천광역시 계양구청,인천광역시 계양구 효성동 산8-1 이촌근린공원 무장애산책로,인천광역시 계양구 효성동 산8-1 이촌근린공원 무장애산책로,생활방범,4,200,360도 전방면,30,2021-09,032-450-5316,37.535475,126.713915,2025-08-05
7169,인천광역시 계양구청,인천광역시 계양구 효성동 산8-1 이촌근린공원 무장애산책로,인천광역시 계양구 효성동 산8-1 이촌근린공원 무장애산책로,생활방범,2,200,360도 전방면,30,2021-09,032-450-5316,37.535282,126.714852,2025-08-05
7170,인천광역시 계양구청,인천광역시 계양구 효성동 산8-1 이촌근린공원 무장애산책로,인천광역시 계양구 효성동 산8-1 이촌근린공원 무장애산책로,생활방범,3,200,360도 전방면,30,2021-09,032-450-5316,37.535201,126.715104,2025-08-05
7171,인천광역시 계양구청,인천광역시 계양구 효성동 산7-2 이촌근린공원 무장애산책로,인천광역시 계양구 효성동 산7-2 이촌근린공원 무장애산책로,생활방범,4,200,360도 전방면,30,2021-09,032-450-5316,37.534945,126.715475,2025-08-05
7172,인천광역시 계양구청,인천광역시 계양구 마장로 599번길 4,인천광역시 계양구 효성1동 578-11 E랜드유치원,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.528184,126.704379,2025-08-05
7173,인천광역시 계양구청,인천광역시 계양구 새벌로 145,인천광역시 계양구 효성1동 290-11,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.52988,126.717108,2025-08-05
7174,인천광역시 계양구청,인천광역시 계양구 봉오대로543번길 21-2,인천광역시 계양구 효성동 44-1,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.532747,126.708718,2025-08-05
7175,인천광역시 계양구청,인천광역시 계양구 봉오대로601번길 10,인천광역시 계양구 효성동 286-4,쓰레기단속,2,200,360도 전방면,30,2021-09,032-450-5316,37.531631,126.716086,2025-08-05
7176,인천광역시 계양구청,인천광역시 계양구 봉오대로531번길 7,인천광역시 계양구 효성1동 88 풍산아파트 앞,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.531367,126.707666,2025-08-05
7177,인천광역시 계양구청,인천광역시 계양구 효서로135번길 123-24,인천광역시 계양구 효성동 232-25 하나로다세대 A동 앞,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.528161,126.709525,2025-08-05
7178,인천광역시 계양구청,인천광역시 계양구 안남로489번길 11,인천광역시 계양구 효성2동 321 미래골든타운 앞,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.526751,126.708071,2025-08-05
7179,인천광역시 계양구청,인천광역시 계양구 아나지로 75,인천광역시 계양구 효성동 549-2,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.52578,126.699401,2025-08-05
7180,인천광역시 계양구청,인천광역시 계양구 아나지로 88,인천광역시 계양구 효성동 541-1,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.525192,126.702327,2025-08-05
7181,인천광역시 계양구청,인천광역시 계양구 어사대로 20,인천광역시 계양구 계산1동 945-7 부평초교 담 옆길,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.54204,126.724515,2025-08-05
7182,인천광역시 계양구청,인천광역시 계양구 향교로11번길 9,인천광역시 계양구 계산1동 983-8 부평향교 뒤 다세대주택 앞,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.5397,126.719893,2025-08-05
7183,인천광역시 계양구청,인천광역시 계양구 계산로 67,인천광역시 계양구 계산동 970-13,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.537854,126.719852,2025-08-05
7184,인천광역시 계양구청,인천광역시 계양구 주부토로 495번길 6-1,인천광역시 계양구 계산1동 964-86 킹스빌라 나동,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.538128,126.727622,2025-08-05
7185,인천광역시 계양구청,인천광역시 계양구 어사대로 4,인천광역시 계양구 계산1동 944-12,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.542932,126.724719,2025-08-05
7186,인천광역시 계양구청,인천광역시 계양구 계양대로 193,인천광역시 계양구 계산동 942-24,쓰레기단속,2,200,360도 전방면,30,2021-09,032-450-5316,37.541149,126.722564,2025-08-05
7187,인천광역시 계양구청,인천광역시 계양구 경명대로1020번길 3,인천광역시 계양구 계산동 939-4,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.543181,126.720192,2025-08-05
7188,인천광역시 계양구청,인천광역시 계양구 경명대로1020번길 3,인천광역시 계양구 계산동 939-4,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.543181,126.720192,2025-08-05
7189,인천광역시 계양구청,인천광역시 계양구 계산천동로 39,인천광역시 계양구 계산동 964-62,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.537543,126.726774,2025-08-05
7190,인천광역시 계양구청,인천광역시 계양구 계양대로 205번길 9,인천광역시 계양구 계산1동 940-18 해성하이빌 앞,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.541923,126.721619,2025-08-05
7191,인천광역시 계양구청,인천광역시 계양구 임학서로 3-1,인천광역시 계양구 임학동 71-1 유진갈비앞(용당구장앞),쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.544028,126.73392,2025-08-05
7192,인천광역시 계양구청,인천광역시 계양구 계수로 26번길 28,인천광역시 계양구 계산2동 923-25 대명파인빌 2동 앞,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.546067,126.728058,2025-08-05
7193,인천광역시 계양구청,인천광역시 계양구 930-1,인천광역시 계양구 930-1,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.544596,126.723008,2025-08-05
7194,인천광역시 계양구청,인천광역시 계양구 계양대로 96,인천광역시 계양구 작전동 863 작전시장 입구 하나정형외과 앞,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.532559,126.722784,2025-08-05
7195,인천광역시 계양구청,인천광역시 계양구 주부토로 465,인천광역시 계양구 작전동 857-34,쓰레기단속,2,200,360도 전방면,30,2021-09,032-450-5316,37.535647,126.727885,2025-08-05
7196,인천광역시 계양구청,인천광역시 계양구 까치말로 15번길 15,인천광역시 계양구 작전서운동 696-2 고운어린이집(일신빌라방향),쓰레기단속,2,200,360도 전방면,30,2021-09,032-450-5316,37.526952,126.734588,2025-08-05
7197,인천광역시 계양구청,인천광역시 계양구 장제로 738,인천광역시 계양구 작전동 899-2,쓰레기단속,2,200,360도 전방면,30,2021-09,032-450-5316,37.534137,126.734166,2025-08-05
7198,인천광역시 계양구청,인천광역시 계양구 황어로134번길 11,인천광역시 계양구 장기동 150-11 사랑의쌀 나눔운동본부,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.577697,126.736725,2025-08-05
7199,인천광역시 계양구청,인천광역시 계양구 장제로1009번길 12,인천광역시 계양구 박촌동 19-3,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.556493,126.744378,2025-08-05
7200,인천광역시 계양구청,인천광역시 계양구 박촌로54번길 4,인천광역시 계양구 박촌동 47-5 방산주택 부근,쓰레기단속,1,200,360도 전방면,30,2021-09,032-450-5316,37.555967,126.743379,2025-08-05
7201,인천광역시 계양구청,인천광역시 계양구 장제로 937,인천광역시 계양구 방축동 214,쓰레기단속,2,200,360도 전방면,30,2021-09,032-450-5316,37.549854,126.74202,2025-08-05
7202,인천광역시 계양구청,인천광역시 계양구 박촌로 83,인천광역시 계양구 박촌동 38 소양공원3,생활방범,1,200,360도 전방면,30,2017-12,032-450-5316,37.558283,126.741615,2025-08-05
7203,인천광역시 계양구청,인천광역시 계양구 동양로 19-1,인천광역시 계양구 박촌동 149-29 박촌공원1,생활방범,1,200,360도 전방면,30,2018-05,032-450-5316,37.557027,126.747999,2025-08-05
7204,인천광역시 서구청,인천광역시 서구 승학로401번길 33-9,인천광역시 서구 검암동 653-12,생활방범,3,0,,0,,032-560-4584,37.5578452,126.67682,2024-01-22
7205,인천광역시 서구청,인천광역시 서구 승학로506번안길 19-29,인천광역시 서구 검암동 608-3,생활방범,3,0,,0,,032-560-4584,37.5578585,126.67506,2024-01-22
7206,인천광역시 서구청,인천광역시 서구 승학로506번안길 3-1,인천광역시 서구 검암동 611-5,생활방범,3,0,,0,,032-560-4584,37.5584352,126.67561,2024-01-22
